file_name,WS,Ag,A80,Rp0.2,Rm,s,u,SB,SW,SR,MR,KEA,GSA,BFA,Grat
DP800_1mm_u10_SB030_SW55_SH08_SR002_MR002,DP800,14.7,20.6,496.5,810.1,1.0,10,0.3,55,0.02,0.02,6.43,38.15,55.42,1.2
DP800_1mm_u10_SB030_SW55_SH08_SR0035_MR00,DP800,14.7,20.6,496.5,810.1,1.0,10,0.3,55,0.035,0.02,6.4,38.0,55.6,0.8
DP800_1mm_u10_SB030_SW55_SH08_SR005_MR002,DP800,14.7,20.6,496.5,810.1,1.0,10,0.3,55,0.05,0.02,6.83,35.74,57.43,0.4
DP800_1mm_u10_SB030_SW65_SH08_SR002_MR002,DP800,14.7,20.6,496.5,810.1,1.0,10,0.3,65,0.02,0.02,6.43,37.35,56.22,1.2
DP800_1mm_u10_SB030_SW65_SH08_SR0035_MR00,DP800,14.7,20.6,496.5,810.1,1.0,10,0.3,65,0.035,0.02,6.02,38.15,55.82,0.4
DP800_1mm_u10_SB030_SW65_SH08_SR005_MR002,DP800,14.7,20.6,496.5,810.1,1.0,10,0.3,65,0.05,0.02,6.43,36.95,56.63,0.4
DP800_1mm_u10_SB030_SW75_SH08_SR002_MR002,DP800,14.7,20.6,496.5,810.1,1.0,10,0.3,75,0.02,0.02,6.02,36.55,57.43,0.8
DP800_1mm_u10_SB030_SW75_SH08_SR0035_MR00,DP800,14.7,20.6,496.5,810.1,1.0,10,0.3,75,0.035,0.02,6.02,38.15,55.82,1.2
DP800_1mm_u10_SB030_SW75_SH08_SR005_MR002,DP800,14.7,20.6,496.5,810.1,1.0,10,0.3,75,0.05,0.02,6.43,39.36,54.22,0.4
DP800_1mm_u10_SB040_SW45_SH08_SR002_MR002,DP800,14.7,20.6,496.5,810.1,1.0,10,0.4,45,0.02,0.02,7.23,31.73,61.04,1.2
DP800_1mm_u10_SB040_SW45_SH08_SR0035_MR00,DP800,14.7,20.6,496.5,810.1,1.0,10,0.4,45,0.035,0.02,7.23,31.73,61.04,1.61
DP800_1mm_u10_SB040_SW45_SH08_SR005_MR002,DP800,14.7,20.6,496.5,810.1,1.0,10,0.4,45,0.05,0.02,7.63,33.73,58.63,0.4
DP800_1mm_u10_SB040_SW55_SH08_SR002_MR002,DP800,14.7,20.6,496.5,810.1,1.0,10,0.4,55,0.02,0.02,7.23,30.52,62.25,0.4
DP800_1mm_u10_SB040_SW55_SH08_SR005_MR002,DP800,14.7,20.6,496.5,810.1,1.0,10,0.4,55,0.05,0.02,7.63,32.53,59.84,0.0
DP800_1mm_u10_SB040_SW65_SH08_SR002_MR002,DP800,14.7,20.6,496.5,810.1,1.0,10,0.4,65,0.02,0.02,7.23,30.92,61.85,0.4
DP800_1mm_u10_SB040_SW65_SH08_SR0035_MR00,DP800,14.7,20.6,496.5,810.1,1.0,10,0.4,65,0.035,0.02,7.23,31.73,61.04,0.4
DP800_1mm_u10_SB040_SW65_SH08_SR005_MR002,DP800,14.7,20.6,496.5,810.1,1.0,10,0.4,65,0.05,0.02,8.03,34.54,57.43,1.2
DP800_1mm_u10_SB040_SW75_SH08_SR002_MR002,DP800,14.7,20.6,496.5,810.1,1.0,10,0.4,75,0.02,0.02,7.2,27.6,65.2,1.6
DP800_1mm_u10_SB040_SW75_SH08_SR0035_MR00,DP800,14.7,20.6,496.5,810.1,1.0,10,0.4,75,0.035,0.02,7.23,30.92,61.85,1.61
DP800_1mm_u10_SB040_SW75_SH08_SR005_MR002,DP800,14.7,20.6,496.5,810.1,1.0,10,0.4,75,0.05,0.02,8.03,31.73,60.24,1.2
DP800_1mm_u10_SB050_SW45_SH08_SR002_MR002,DP800,14.7,20.6,496.5,810.1,1.0,10,0.5,45,0.02,0.02,7.23,28.11,64.66,1.2
DP800_1mm_u10_SB050_SW45_SH08_SR005_MR002,DP800,14.7,20.6,496.5,810.1,1.0,10,0.5,45,0.05,0.02,8.03,32.53,59.44,0.8
DP800_1mm_u10_SB050_SW55_SH08_SR002_MR002,DP800,14.7,20.6,496.5,810.1,1.0,10,0.5,55,0.02,0.02,7.63,28.92,63.45,0.4
DP800_1mm_u10_SB050_SW55_SH08_SR0035_MR00,DP800,14.7,20.6,496.5,810.1,1.0,10,0.5,55,0.035,0.02,7.63,29.72,62.65,0.0
DP800_1mm_u10_SB050_SW55_SH08_SR005_MR002,DP800,14.7,20.6,496.5,810.1,1.0,10,0.5,55,0.05,0.02,8.4,32.0,59.6,0.8
DP800_1mm_u10_SB050_SW65_SH08_SR002_MR002,DP800,14.7,20.6,496.5,810.1,1.0,10,0.5,65,0.02,0.02,7.6,26.4,66.0,0.8
DP800_1mm_u10_SB050_SW65_SH08_SR0035_MR00,DP800,14.7,20.6,496.5,810.1,1.0,10,0.5,65,0.035,0.02,8.03,30.12,61.85,1.2
DP800_1mm_u10_SB050_SW65_SH08_SR005_MR002,DP800,14.7,20.6,496.5,810.1,1.0,10,0.5,65,0.05,0.02,8.43,30.92,60.64,1.2
DP800_1mm_u10_SB050_SW75_SH08_SR002_MR002,DP800,14.7,20.6,496.5,810.1,1.0,10,0.5,75,0.02,0.02,7.23,28.51,64.26,0.4
DP800_1mm_u10_SB050_SW75_SH08_SR0035_MR00,DP800,14.7,20.6,496.5,810.1,1.0,10,0.5,75,0.035,0.02,8.0,29.2,62.8,0.0
DP800_1mm_u10_SB050_SW75_SH08_SR005_MR002,DP800,14.7,20.6,496.5,810.1,1.0,10,0.5,75,0.05,0.02,8.4,31.2,60.4,0.0
DP800_1mm_u15_SB010_SW45_SH08_SR002_MR002,DP800,14.7,20.6,496.5,810.1,1.0,15,0.1,45,0.02,0.02,4.42,50.6,44.98,1.2
DP800_1mm_u15_SB010_SW45_SH08_SR0035_MR00,DP800,14.7,20.6,496.5,810.1,1.0,15,0.1,45,0.035,0.02,4.82,54.62,40.56,0.8
DP800_1mm_u15_SB010_SW45_SH08_SR005_MR002,DP800,14.7,20.6,496.5,810.1,1.0,15,0.1,45,0.05,0.02,5.22,54.62,40.16,1.2
DP800_1mm_u15_SB010_SW55_SH08_SR002_MR002,DP800,14.7,20.6,496.5,810.1,1.0,15,0.1,55,0.02,0.02,3.61,61.85,34.54,1.2
DP800_1mm_u15_SB010_SW55_SH08_SR0035_MR00,DP800,14.7,20.6,496.5,810.1,1.0,15,0.1,55,0.035,0.02,4.0,63.6,32.4,2.4
DP800_1mm_u15_SB010_SW55_SH08_SR005_MR002,DP800,14.7,20.6,496.5,810.1,1.0,15,0.1,55,0.05,0.02,4.02,64.66,31.33,0.8
DP800_1mm_u15_SB010_SW65_SH08_SR002_MR002,DP800,14.7,20.6,496.5,810.1,1.0,15,0.1,65,0.02,0.02,3.21,71.89,24.9,2.41
DP800_1mm_u15_SB010_SW65_SH08_SR0035_MR00,DP800,14.7,20.6,496.5,810.1,1.0,15,0.1,65,0.035,0.02,3.21,73.9,22.89,3.21
DP800_1mm_u15_SB010_SW65_SH08_SR005_MR002,DP800,14.7,20.6,496.5,810.1,1.0,15,0.1,65,0.05,0.02,3.21,73.9,22.89,2.81
DP800_1mm_u15_SB010_SW75_SH08_SR002_MR002,DP800,14.7,20.6,496.5,810.1,1.0,15,0.1,75,0.02,0.02,2.81,77.11,20.08,1.61
DP800_1mm_u15_SB010_SW75_SH08_SR005_MR002,DP800,14.7,20.6,496.5,810.1,1.0,15,0.1,75,0.05,0.02,2.81,76.71,20.48,1.2
DP800_1mm_u15_SB020_SW45_SH08_SR002_MR002,DP800,14.7,20.6,496.5,810.1,1.0,15,0.2,45,0.02,0.02,6.02,39.76,54.22,0.0
DP800_1mm_u15_SB020_SW45_SH08_SR0035_MR00,DP800,14.7,20.6,496.5,810.1,1.0,15,0.2,45,0.035,0.02,6.02,40.56,53.41,2.01
DP800_1mm_u15_SB020_SW45_SH08_SR005_MR002,DP800,14.7,20.6,496.5,810.1,1.0,15,0.2,45,0.05,0.02,6.43,40.56,53.01,0.4
DP800_1mm_u15_SB020_SW55_SH08_SR002_MR002,DP800,14.7,20.6,496.5,810.1,1.0,15,0.2,55,0.02,0.02,5.62,43.78,50.6,0.4
DP800_1mm_u15_SB020_SW55_SH08_SR0035_MR00,DP800,14.7,20.6,496.5,810.1,1.0,15,0.2,55,0.035,0.02,6.02,42.97,51.0,0.8
DP800_1mm_u15_SB020_SW55_SH08_SR005_MR002,DP800,14.7,20.6,496.5,810.1,1.0,15,0.2,55,0.05,0.02,6.43,43.78,49.8,0.4
DP800_1mm_u15_SB020_SW65_SH08_SR002_MR002,DP800,14.7,20.6,496.5,810.1,1.0,15,0.2,65,0.02,0.02,5.22,43.37,51.41,0.4
DP800_1mm_u15_SB020_SW65_SH08_SR005_MR002,DP800,14.7,20.6,496.5,810.1,1.0,15,0.2,65,0.05,0.02,6.0,43.2,50.8,0.0
DP800_1mm_u15_SB020_SW75_SH08_SR002_MR002,DP800,14.7,20.6,496.5,810.1,1.0,15,0.2,75,0.02,0.02,5.22,40.16,54.62,0.0
DP800_1mm_u15_SB020_SW75_SH08_SR0035_MR00,DP800,14.7,20.6,496.5,810.1,1.0,15,0.2,75,0.035,0.02,5.22,43.37,51.41,0.4
DP800_1mm_u15_SB020_SW75_SH08_SR005_MR002,DP800,14.7,20.6,496.5,810.1,1.0,15,0.2,75,0.05,0.02,5.62,46.18,48.19,0.4
DP800_1mm_u15_SB030_SW45_SH08_SR002_MR002,DP800,14.7,20.6,496.5,810.1,1.0,15,0.3,45,0.02,0.02,7.63,33.33,59.04,0.4
DP800_1mm_u15_SB030_SW45_SH08_SR005_MR002,DP800,14.7,20.6,496.5,810.1,1.0,15,0.3,45,0.05,0.02,8.43,32.53,59.04,1.2
DP800_1mm_u15_SB030_SW55_SH08_SR005_MR002,DP800,14.7,20.6,496.5,810.1,1.0,15,0.3,55,0.05,0.02,8.43,34.54,57.03,0.8
DP800_1mm_u15_SB030_SW65_SH08_SR002_MR002,DP800,14.7,20.6,496.5,810.1,1.0,15,0.3,65,0.02,0.02,7.23,30.92,61.85,1.61
DP800_1mm_u15_SB030_SW65_SH08_SR0035_MR00,DP800,14.7,20.6,496.5,810.1,1.0,15,0.3,65,0.035,0.02,7.63,32.53,59.84,2.01
DP800_1mm_u15_SB030_SW75_SH08_SR002_MR002,DP800,14.7,20.6,496.5,810.1,1.0,15,0.3,75,0.02,0.02,7.23,32.93,59.84,0.4
DP800_1mm_u15_SB030_SW75_SH08_SR0035_MR00,DP800,14.7,20.6,496.5,810.1,1.0,15,0.3,75,0.035,0.02,7.63,32.93,59.44,0.0
DP800_1mm_u15_SB030_SW75_SH08_SR005_MR002,DP800,14.7,20.6,496.5,810.1,1.0,15,0.3,75,0.05,0.02,8.0,33.2,58.8,4.4
DP800_1mm_u15_SB040_SW45_SH08_SR002_MR002,DP800,14.7,20.6,496.5,810.1,1.0,15,0.4,45,0.02,0.02,8.84,26.1,65.06,1.2
DP800_1mm_u15_SB040_SW45_SH08_SR0035_MR00,DP800,14.7,20.6,496.5,810.1,1.0,15,0.4,45,0.035,0.02,9.2,26.8,64.0,0.8
DP800_1mm_u15_SB040_SW45_SH08_SR005_MR002,DP800,14.7,20.6,496.5,810.1,1.0,15,0.4,45,0.05,0.02,9.64,29.32,61.04,0.4
DP800_1mm_u15_SB040_SW55_SH08_SR002_MR002,DP800,14.7,20.6,496.5,810.1,1.0,15,0.4,55,0.02,0.02,8.43,27.71,63.86,0.0
DP800_1mm_u15_SB040_SW55_SH08_SR0035_MR00,DP800,14.7,20.6,496.5,810.1,1.0,15,0.4,55,0.035,0.02,9.2,27.6,63.2,1.6
DP800_1mm_u15_SB040_SW55_SH08_SR005_MR002,DP800,14.7,20.6,496.5,810.1,1.0,15,0.4,55,0.05,0.02,10.0,27.6,62.4,0.8
DP800_1mm_u15_SB040_SW65_SH08_SR002_MR002,DP800,14.7,20.6,496.5,810.1,1.0,15,0.4,65,0.02,0.02,8.43,26.51,65.06,0.4
DP800_1mm_u15_SB040_SW65_SH08_SR005_MR002,DP800,14.7,20.6,496.5,810.1,1.0,15,0.4,65,0.05,0.02,9.64,28.51,61.85,1.2
DP800_1mm_u15_SB040_SW75_SH08_SR0035_MR00,DP800,14.7,20.6,496.5,810.1,1.0,15,0.4,75,0.035,0.02,8.8,28.0,63.2,2.8
DP800_1mm_u15_SB050_SW45_SH08_SR002_MR002,DP800,14.7,20.6,496.5,810.1,1.0,15,0.5,45,0.02,0.02,8.84,26.51,64.66,0.8
DP800_1mm_u15_SB050_SW45_SH08_SR0035_MR00,DP800,14.7,20.6,496.5,810.1,1.0,15,0.5,45,0.035,0.02,10.0,27.2,62.8,0.0
DP800_1mm_u15_SB050_SW55_SH08_SR002_MR002,DP800,14.7,20.6,496.5,810.1,1.0,15,0.5,55,0.02,0.02,9.2,24.8,66.0,0.8
DP800_1mm_u15_SB050_SW55_SH08_SR0035_MR00,DP800,14.7,20.6,496.5,810.1,1.0,15,0.5,55,0.035,0.02,9.24,27.71,63.05,0.4
DP800_1mm_u15_SB050_SW55_SH08_SR005_MR002,DP800,14.7,20.6,496.5,810.1,1.0,15,0.5,55,0.05,0.02,10.04,26.91,63.05,0.4
DP800_1mm_u15_SB050_SW65_SH08_SR002_MR002,DP800,14.7,20.6,496.5,810.1,1.0,15,0.5,65,0.02,0.02,8.8,25.6,65.6,2.8
DP800_1mm_u15_SB050_SW65_SH08_SR0035_MR00,DP800,14.7,20.6,496.5,810.1,1.0,15,0.5,65,0.035,0.02,9.24,26.91,63.86,1.61
DP800_1mm_u15_SB050_SW65_SH08_SR005_MR002,DP800,14.7,20.6,496.5,810.1,1.0,15,0.5,65,0.05,0.02,10.4,26.8,62.8,3.2
DP800_1mm_u15_SB050_SW75_SH08_SR002_MR002,DP800,14.7,20.6,496.5,810.1,1.0,15,0.5,75,0.02,0.02,8.84,26.91,64.26,2.01
DP800_1mm_u15_SB050_SW75_SH08_SR0035_MR00,DP800,14.7,20.6,496.5,810.1,1.0,15,0.5,75,0.035,0.02,9.24,25.3,65.46,3.61
DP800_1mm_u15_SB050_SW75_SH08_SR005_MR002,DP800,14.7,20.6,496.5,810.1,1.0,15,0.5,75,0.05,0.02,10.4,27.6,62.0,0.0
